Date,Close,High,Low,Open,Volume,MA7,MA30,Return,Volatility,Momentum
09-06-2015,28.53785896,28.68567792,28.13471961,28.37660254,224301600,28.91891752,28.81494694,-0.002973144,0.009853263,-0.56887055
10-06-2015,28.86484337,28.96786619,28.63415612,28.64983373,156349200,28.86580467,28.8064593,0.011457917,0.010439406,-0.27771568
11-06-2015,28.79989433,29.15600078,28.77525784,28.93203394,141563600,28.82197108,28.81008078,-0.002250109,0.009965919,-0.17245484
12-06-2015,28.48186302,28.74166538,28.46842556,28.71031016,147544800,28.72758593,28.82904771,-0.011042794,0.009803691,-0.33147049
15-06-2015,28.42586517,28.49753448,28.15486556,28.24221247,175955600,28.64951679,28.81789691,-0.001966088,0.008113577,-0.19709397
16-06-2015,28.57817459,28.63416631,28.30269628,28.45051353,125976400,28.61592265,28.81368179,0.005358128,0.006102256,0.04031563
17-06-2015,28.51097298,28.64087242,28.38555041,28.60503862,131672400,28.59992463,28.82878666,-0.002351501,0.006100923,-0.35387039
18-06-2015,28.64088631,28.73719214,28.49306904,28.49530919,141628800,28.61464282,28.85409501,0.004556608,0.005784858,-0.15900802
19-06-2015,28.35420227,28.6274421,28.30940958,28.60280561,218867600,28.5416941,28.86409893,-0.010009608,0.006136024,-0.12766075
22-06-2015,28.58040428,28.68118866,28.46170215,28.55352765,136157200,28.51033837,28.86402423,0.007977724,0.006657731,0.15453911
23-06-2015,28.45051193,28.58041313,28.41691656,28.55129805,121075600,28.50585965,28.86932519,-0.004544805,0.006668974,-0.12766266
24-06-2015,28.69238853,29.070893,28.47066187,28.49081806,221123600,28.54393441,28.88604794,0.008501661,0.007072474,0.18141555
25-06-2015,28.55576706,28.93650994,28.55576706,28.86036204,127752400,28.54073334,28.89717159,-0.004761593,0.007036956,-0.08511925
26-06-2015,28.3877964,28.6655148,28.33404484,28.59384548,176267200,28.52313668,28.88074741,-0.005882197,0.006992019,0.03359413
29-06-2015,27.89058876,28.32508495,27.87939144,28.09887798,196645600,28.41595132,28.84909337,-0.017514837,0.008329284,-0.68981552
30-06-2015,28.09215927,28.24669693,27.96449825,28.12351449,177482800,28.3785166,28.81355724,0.007227187,0.007883717,-0.35835266
01-07-2015,28.35420227,28.43035189,28.21758236,28.42139301,120955200,28.34620203,28.7876517,0.009327976,0.008433121,-0.33818626
02-07-2015,28.3183651,28.3743568,28.16830603,28.31612495,108844000,28.32732391,28.76062628,-0.00126391,0.007934732,-0.23740196
06-07-2015,28.21982002,28.27133314,27.96225783,27.98241573,112241600,28.25981413,28.72038689,-0.0034799,0.007968226,-0.16797638
07-07-2015,28.15039444,28.25341899,27.72037678,28.19518713,187787200,28.20190375,28.66924801,-0.002460171,0.007799014,0.25980568
08-07-2015,27.45161057,27.91522177,27.44489183,27.87938797,243046400,28.06816292,28.61661568,-0.024823235,0.01006974,-0.6405487
09-07-2015,26.89169502,27.78532212,26.70132357,27.7382893,314380000,27.92546381,28.5272529,-0.020396455,0.010871794,-1.46250725
10-07-2015,27.61063194,27.73829297,27.14702065,27.3105172,245418000,27.85667419,28.46379553,0.026734533,0.0135324,-0.70773316
13-07-2015,28.14367485,28.16607119,27.84355839,28.00257464,165762000,27.82659885,28.4293045,0.019305712,0.014468994,-0.07614517
14-07-2015,28.13247299,28.30268826,28.00481197,28.22877879,127072400,27.80004283,28.39249916,-0.000398024,0.014433293,-0.01792145
15-07-2015,28.40346909,28.47737854,28.12575074,28.15710595,134596800,27.82627841,28.36905715,0.009632857,0.014491851,0.95185852
16-07-2015,28.7819767,28.79541758,28.52217606,28.60952299,144889600,27.91650445,28.35703773,0.013326105,0.014895371,1.89028168
17-07-2015,29.03058052,29.03058052,28.73718451,28.90963993,184658800,28.14207159,28.35897878,0.008637482,0.01490978,1.41994858
20-07-2015,29.57930946,29.7808783,29.27247249,29.33294451,235600800,28.52601651,28.38451131,0.018901756,0.014469055,1.43563461
21-07-2015,29.2836628,29.7696704,29.1873587,29.7539945,307025600,28.76502092,28.40653477,-0.009995049,0.014926402,1.15118981
22-07-2015,28.04512405,28.10783449,27.32171051,27.32171051,461802400,28.75094223,28.39011027,-0.04229453,0.019065294,-0.35834504
23-07-2015,28.03169441,28.46394883,28.00929636,28.26461845,203998000,28.73654529,28.36233864,-0.000478858,0.019064384,-0.75028229
24-07-2015,27.88386536,28.1615837,27.74948562,28.06751806,168649200,28.66231619,28.33180434,-0.005273639,0.019091552,-1.14671516
27-07-2015,27.49640656,27.68453958,27.35082948,27.56807587,177822000,28.47866331,28.29895579,-0.013895448,0.019415248,-2.0829029
28-07-2015,27.63302612,27.75172998,27.44713496,27.63302612,134472400,28.27901268,28.27252782,0.004968633,0.018260758,-1.65063668
29-07-2015,27.54568672,27.65991031,27.38443029,27.58152224,148046800,27.98849515,28.23811156,-0.003160689,0.017289542,-0.49943733
30-07-2015,27.4068222,27.45161489,27.25900327,27.39562318,134513200,27.72037506,28.20130653,-0.005041244,0.015793617,-0.62487221
31-07-2015,27.16717911,27.46729386,27.07983217,27.45833498,171540000,27.59495435,28.15218296,-0.008743921,0.014850912,-0.71668625
03-08-2015,26.52662849,27.45161077,26.32057774,27.21196636,279904000,27.37994494,28.09126383,-0.023578106,0.015866168,-0.96977807
04-08-2015,25.67555809,26.36089607,25.36424432,26.29818562,496554400,27.06447247,27.99443563,-0.032083625,0.016973195,-1.95746803
05-08-2015,25.8457737,26.30266626,25.10668244,25.29705391,397250400,26.82866778,27.90761102,0.00662948,0.01644078,-1.69991302
06-08-2015,25.90201569,26.21023972,25.67478652,26.09100028,211612000,26.58138057,27.81459859,0.002176061,0.016037791,-1.50480651
07-08-2015,25.98975754,26.15399413,25.76027809,25.77827695,154681600,26.35910497,27.72906494,0.003387453,0.014498824,-1.17742157
10-08-2015,26.93467903,26.99542304,26.21699033,26.21699033,219806400,26.29165595,27.6806277,0.036357457,0.018902194,0.40805054
11-08-2015,25.53305435,26.58821419,25.49705834,26.50497072,388331200,26.05820956,27.60204322,-0.05203792,0.020464523,-0.14250374
12-08-2015,25.92675972,25.96725629,24.66461862,25.3170626,404870000,25.97251402,27.52986323,0.015419439,0.021249431,0.08098602
13-08-2015,25.90651703,26.18774279,25.76927872,26.10674963,194143200,26.00550815,27.44827372,-0.000780764,0.021284543,0.00450134
14-08-2015,26.08875656,26.16749945,25.65004497,25.71978842,171718000,26.04021999,27.37395344,0.007034505,0.021348697,0.09899902
17-08-2015,26.35873032,26.46897034,25.98526166,26.1067514,163538800,26.10546494,27.31191711,0.01034828,0.021560839,-0.57594871
18-08-2015,26.21024323,26.42172557,26.1000032,26.19449465,138242800,26.13696289,27.24724541,-0.005633317,0.021571075,0.67718888
19-08-2015,25.87501907,26.21473854,25.80077506,26.1202471,193146000,25.9855829,27.19469236,-0.012789815,0.021717415,-0.05174065
20-08-2015,25.34406471,25.72653104,25.11458354,25.66578704,274006400,25.95858438,27.14310468,-0.02051996,0.022144225,-0.56245232
21-08-2015,23.79394913,25.1753299,23.76920112,24.84460813,513102000,25.65389715,27.01588192,-0.061162864,0.02646345,-2.29480743
24-08-2015,23.20000076,24.47789068,20.6982158,21.34391076,648825200,25.26725197,26.85109278,-0.02496216,0.026017252,-3.15872956
25-08-2015,23.33948898,24.99759677,23.28549412,24.99759677,414406400,24.87449946,26.69132665,0.006012423,0.025993089,-2.87075425
26-08-2015,24.67812157,24.723117,23.63421176,24.09317066,387098400,24.63441249,26.5671484,0.057354837,0.031152854,-1.1968975
27-08-2015,25.40481567,25.47680942,24.75237142,25.24958019,338464400,24.51935141,26.45457637,0.029446897,0.032320387,0.06075096
28-08-2015,25.48804855,25.49254741,25.09433256,25.2360697,212657600,24.46406991,26.33649197,0.003276264,0.030527911,1.69409942
31-08-2015,25.36881065,25.76702552,25.19782493,25.20457408,224917200,24.46760504,26.19614201,-0.004678189,0.027175501,2.16880989
01-09-2015,24.23491096,25.17082939,24.15391781,24.7816139,307383600,24.53059959,26.02785028,-0.044696604,0.029205446,0.89542198
02-09-2015,25.27431679,25.27431679,24.55212935,24.79960936,247555200,24.82693045,25.93549004,0.042888783,0.03183649,0.59619522
03-09-2015,24.83111382,25.37331626,24.75686979,25.30807167,212935600,25.04001972,25.82880402,-0.017535705,0.032018911,-0.57370185
04-09-2015,24.58363152,24.84910871,24.41264748,24.51613836,199985200,25.02652114,25.71879622,-0.009966621,0.031824915,-0.90441703
08-09-2015,25.26756477,25.32380991,24.81985396,25.14157622,219374400,25.00691387,25.6445015,0.027820676,0.032968477,-0.10124588
09-09-2015,24.78161049,25.65228421,24.69611677,25.5937905,340043200,24.90599414,25.54945431,-0.019232335,0.033173371,0.54669953
10-09-2015,25.32606125,25.48579724,24.72536357,24.80860528,251571200,24.89988709,25.47546679,0.021969951,0.033347864,0.05174446
11-09-2015,25.69503784,25.69503784,25.14383598,25.15058512,199662000,25.10847664,25.41840731,0.014569048,0.028349509,0.86392402
14-09-2015,25.9425106,26.29798034,25.84127003,26.22823691,233453600,25.2039329,25.37758503,0.00963115,0.026926746,1.35887908
15-09-2015,26.16074371,26.21698886,25.74227966,26.08200085,173364800,25.39388003,25.36538887,0.008412182,0.026918377,0.89317894
16-09-2015,26.1899929,26.21923977,25.97176144,26.15399518,148694000,25.62336022,25.3825367,0.001118057,0.022977712,1.40838241
17-09-2015,25.62978935,26.20798942,25.58479392,26.02125683,256450400,25.67510659,25.37533722,-0.021389985,0.022748108,0.3037281
18-09-2015,25.52405167,25.71528657,25.16858358,25.24507617,297141200,25.78116962,25.36273842,-0.004125577,0.022773894,-0.17098617
21-09-2015,25.92001343,25.95601115,25.57129454,25.57354312,200888000,25.86601993,25.36041361,0.01551328,0.023068971,-0.02249717
22-09-2015,25.51280403,25.68828865,25.31481998,25.50830346,201384800,25.83998653,25.31301778,-0.015710231,0.019619245,-0.64793968
23-09-2015,25.71978188,25.80977446,25.49030242,25.56454471,143026800,25.80816814,25.31924203,0.008112705,0.016200578,-0.47021102
24-09-2015,25.87277031,25.98526062,25.28107192,25.47905424,200878000,25.76702908,25.31744239,0.005948279,0.015282175,0.24298096
25-09-2015,25.80752373,26.25298606,25.65228657,26.19674091,224607600,25.71239063,25.31414261,-0.002521824,0.014919705,0.28347206
28-09-2015,25.29681587,25.77602387,25.29681587,25.61403758,208436000,25.66482299,25.28774459,-0.019789107,0.014385718,-0.62319756
29-09-2015,24.5363884,25.53755329,24.26641231,25.38456638,293461600,25.52372824,25.22699985,-0.030060205,0.015737192,-0.97641563
30-09-2015,24.81535721,25.09433263,24.46213779,24.78610864,265892000,25.3659202,25.18050365,0.011369595,0.014794827,-0.90442467
01-10-2015,24.65337944,24.66237887,24.14267242,24.53863883,255716400,25.24314526,25.13978233,-0.00652732,0.014106901,-1.21939087
02-10-2015,24.83335686,24.97509573,24.19666309,24.30015396,232079200,25.11651312,25.12275874,0.007300314,0.013961162,-0.97416687
05-10-2015,24.92334557,25.05608499,24.53862902,24.72086272,208258800,24.98088101,25.16040529,0.003623703,0.013715912,-0.3734703
06-10-2015,25.042593,25.13933474,24.69612263,24.88960611,192787200,24.87160519,25.22182503,0.004784568,0.013842558,0.5062046
07-10-2015,24.92334557,25.14607583,24.6151233,25.13932669,187062400,24.81825229,25.27462025,-0.004761784,0.01282927,0.10798836
08-10-2015,24.63537788,24.79061506,24.34515268,24.79061506,247918400,24.83239365,25.27319546,-0.011554135,0.013078817,-0.01800156
09-10-2015,25.22482491,25.26082091,24.63312484,24.74786543,211064400,24.89088903,25.26719577,0.023926852,0.014119518,0.39146805
12-10-2015,25.10783958,25.36656767,25.07184357,25.36206881,121868800,24.95581191,25.25452213,-0.004637706,0.01358317,0.18449401
13-10-2015,25.15058136,25.29906766,24.90085276,24.9323499,132197200,25.0011297,25.24724782,0.001702328,0.01335647,0.10798836
14-10-2015,24.79511261,25.08983666,24.64887487,25.03809208,177849600,24.9828107,25.26592121,-0.01413362,0.013570049,-0.12823296
15-10-2015,25.16633415,25.22032902,24.85811006,24.95710209,150694000,25.00048801,25.26232179,0.014971561,0.014392806,0.53095627
16-10-2015,24.98184586,25.19782702,24.86710527,25.14833102,156930400,25.00884519,25.26734619,-0.007330757,0.013548669,-0.24297905
19-10-2015,25.13708878,25.14158763,24.7726195,24.9278567,119036800,25.08051818,25.28579477,0.006214229,0.010691734,0.0292492
20-10-2015,25.59604454,25.68603713,24.93235239,25.04934156,195871200,25.13354955,25.29674409,0.018258111,0.011307664,0.44546318
21-10-2015,25.59379578,26.00326044,25.58029577,25.64779064,167180800,25.20297187,25.32381694,-8.79E-05,0.011050149,0.79868317
22-10-2015,25.98526382,25.98526382,25.67029059,25.72203689,166616400,25.32221222,25.34579035,0.015295427,0.011501665,0.81892967
23-10-2015,26.79069138,26.82443881,26.1719947,26.25523643,237467600,25.6072949,25.38231214,0.030995551,0.01368012,1.80884552
26-10-2015,25.93576241,26.57695675,25.85476925,26.56570875,265335200,25.71721322,25.3820872,-0.031911419,0.016912015,0.79867363
27-10-2015,25.77152824,26.21923915,25.64553794,25.96276141,279537600,25.83002499,25.36911335,-0.006332344,0.016969993,0.1754837
28-10-2015,26.83343506,26.84018592,26.11124755,26.30698129,342205600,26.07236018,25.39056142,0.041204651,0.019300505,1.23963928
29-10-2015,27.11690903,27.15290674,26.60845244,26.70519415,204909200,26.28962653,25.44013208,0.010564207,0.018682,1.13164521
30-10-2015,26.8851757,27.27214253,26.87392599,27.22039624,197461200,26.47410938,25.48550288,-0.008545713,0.01887081,0.09448432
02-11-2015,27.26314926,27.30364584,26.90992979,27.17765725,128813200,26.65666444,25.53027407,0.014058809,0.018990186,1.32738685
03-11-2015,27.5758667,27.7828484,27.15515244,27.17540158,182076000,26.76883234,25.59904283,0.011470334,0.018120831,1.80433846
04-11-2015,27.44763565,27.85710031,27.36214363,27.70186313,179544400,26.98481423,25.65663796,-0.004650119,0.018279372,0.61420059
05-11-2015,27.32110596,27.72102719,27.15390814,27.53123362,158210800,27.20618248,25.70491581,-0.004609858,0.018136384,0.20419693
06-11-2015,27.35273361,27.52219132,27.25331959,27.36403148,132169200,27.28036799,25.75642281,0.001157627,0.018194187,0.46755791
09-11-2015,27.24202347,27.52219309,27.12453354,27.33014135,135485600,27.29824148,25.82126306,-0.004047498,0.018033429,-0.02112579
10-11-2015,26.3834362,26.6771636,26.22301644,26.41280998,236511600,27.22656441,25.88283132,-0.031517015,0.020456881,-1.1924305
11-11-2015,26.23431969,26.53030534,26.03097004,26.29306552,180872000,27.07958875,25.93013007,-0.005651899,0.020202993,-1.21331596
12-11-2015,26.14619446,26.39473208,26.13037847,26.26820421,130102400,26.87534986,25.97989057,-0.003359158,0.01825493,-1.1749115
13-11-2015,25.38250542,26.11230407,25.36668943,26.02870431,183249600,26.58033126,25.99819552,-0.02920842,0.017920731,-1.97022819
16-11-2015,25.79824257,25.81179863,25.07974179,25.16559974,152426800,26.36277935,26.02735876,0.016378886,0.018458828,-1.4437809
17-11-2015,25.68753242,25.99481591,25.60393266,25.96544213,110467600,26.12489346,26.04885674,-0.004291383,0.014205365,-0.69590378
18-11-2015,26.50093842,26.54612647,26.09649896,26.15524481,186698800,26.01902417,26.10144316,0.0316654,0.016664002,0.26661873
19-11-2015,26.83758354,27.05674913,26.38117818,26.58000795,173183200,26.08390236,26.17485002,0.01270314,0.016939367,0.69138908
20-11-2015,26.95507622,27.09516017,26.85340055,26.93248048,137148400,26.18686758,26.23252506,0.004377916,0.016513878,1.5725708
23-11-2015,26.60486031,27.05222942,26.5122226,26.94829384,129930000,26.25239127,26.28242575,-0.012992577,0.016422811,0.80661774
24-11-2015,26.86018181,26.9663756,26.46252221,26.50997017,171212800,26.4634879,26.33941244,0.009596799,0.016713607,1.17264939
25-11-2015,26.66812134,26.93925468,26.64326741,26.93473484,85553200,26.58775629,26.40184606,-0.007150379,0.016764687,0.16718292
27-11-2015,26.61841774,26.75398529,26.57096979,26.72687144,52185600,26.72073991,26.45024885,-0.001863783,0.016745955,-0.2191658
30-11-2015,26.72912979,26.97992734,26.60486012,26.6590861,156721200,26.75333868,26.50849164,0.004159227,0.016805194,-0.22594643
01-12-2015,26.51222992,26.8443674,26.40377792,26.83081133,139409600,26.70685959,26.55432968,-0.008114737,0.014576438,-0.09263039
02-12-2015,26.27272415,26.68620139,26.22753612,26.51222384,133546400,26.60938072,26.57688567,-0.009033784,0.01471266,-0.58745766
03-12-2015,26.02870369,26.38795493,25.80727991,26.33372895,166278000,26.52707263,26.5913826,-0.009287977,0.014907176,-0.63941765
04-12-2015,26.89407349,26.94378137,26.00837476,26.04904468,231108000,26.5319143,26.62167626,0.03324675,0.014909533,0.27565575
07-12-2015,26.72461128,27.08160262,26.6184175,26.88277285,128336800,26.53998429,26.61947358,-0.006301099,0.014720351,-0.00451851
08-12-2015,26.71331787,26.79691592,26.40377446,26.55289637,137238000,26.55354146,26.6453921,-0.000422585,0.014616524,0.20108795
09-12-2015,26.12360764,26.59131096,26.00159785,26.58001309,185445600,26.46703829,26.65712808,-0.022075514,0.013494319,-0.14911651
10-12-2015,26.24787331,26.42185088,26.09875139,26.21850125,116850800,26.42927306,26.63760936,0.004756834,0.01303565,0.21916962
11-12-2015,25.57229996,26.07163517,25.49773815,26.02644713,187544800,26.32921246,26.58612239,-0.025738213,0.014402916,-1.32177353
